,agency_id,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,lat_lon,stop_url,location_type,parent_station,wheelchair_boarding,version
30,11,N/A,813644,Main St & Empire Ave,N/A,37.997858,-121.730597,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=33,0,0,0,
31,11,N/A,813628,Main St & Teakwood Dr,N/A,37.997942,-121.726598,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=34,0,0,0,
32,11,N/A,813637,Main St & Teakwood Dr,N/A,37.997717,-121.72573500000001,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=35,0,0,0,
33,11,N/A,817398,Hillcrest Ave & Larkspur Dr,N/A,37.995242,-121.784724,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=36,0,0,0,
34,11,N/A,817380,Hillcrest Ave & East Tregallas Rd,N/A,37.994002,-121.78450600000001,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=37,0,0,0,
35,11,N/A,817379,Deer Valley Rd & Hillcrest Tce Ct,N/A,37.988968,-121.78564399999999,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=38,0,0,0,
36,11,N/A,817403,Deer Valley Rd & Hillcrest Tce Ct,N/A,37.987695,-121.78556,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=39,0,0,0,
37,11,N/A,817367,Deer Valley Rd & Wildflower Dr,N/A,37.986509999999996,-121.78590600000001,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=40,0,0,0,
38,11,N/A,817419,Deer Valley Rd & Carpinteria Dr,N/A,37.98401,-121.784498,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=41,0,0,0,
39,11,N/A,817351,Deer Valley Rd & Carpinteria Dr,N/A,37.983074,-121.78424,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=42,0,0,0,
40,11,N/A,817346,Deer Valley Rd & Bluerock Dr,N/A,37.980299,-121.784949,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=43,0,0,0,
41,11,N/A,817426,Deer Valley Rd & Bluerock Dr,N/A,37.980548,-121.784324,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=44,0,0,0,
42,11,N/A,817435,Deer Valley Rd & Rocky Point Dr,N/A,37.977328,-121.786226,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=45,0,0,0,
43,11,N/A,817333,Deer Valley Rd & Rocky Point Dr,N/A,37.977062,-121.786455,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=46,0,0,0,
44,11,N/A,817442,Deer Valley Rd & Asilomar Dr,N/A,37.973921999999995,-121.78441000000001,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=47,0,0,0,
45,11,N/A,817322,Deer Valley Rd & Asilomar Dr,N/A,37.972797,-121.783901,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=48,0,0,0,
46,11,N/A,817314,Deer Valley Rd & Country Hills Dr,N/A,37.970606,-121.781772,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=49,0,0,0,
47,11,N/A,817305,Deer Valley Rd & Lone Tree Wy,N/A,37.966525,-121.780121,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=50,0,0,0,
48,11,N/A,817295,Lone Tree Wy & Deer Valley Rd,N/A,37.965423,-121.77951999999999,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=51,0,0,0,
49,11,N/A,813830,Lone Tree Wy & Sagebrush Dr,N/A,37.963572,-121.771898,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=52,0,0,0,
50,11,N/A,817282,Lone Tree Wy & Deer Valley High,N/A,37.964068,-121.77408600000001,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=53,0,0,0,
51,11,N/A,813824,Lone Tree Wy & Indian Hill Dr,N/A,37.961712,-121.764053,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=54,0,0,0,
52,11,N/A,813811,Lone Tree Wy & Hillcrest Ave,N/A,37.96158,-121.758896,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=55,0,0,0,
53,11,N/A,813807,Lone Tree Wy & Vista Grande Dr,N/A,37.961587,-121.75443500000002,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=56,0,0,0,
54,11,N/A,813797,Lone Tree Wy & Canada Valley Rd,N/A,37.961496999999994,-121.748934,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=57,0,0,0,
55,11,N/A,813784,Lone Tree Wy & Shady Willow Ln,N/A,37.96145,-121.737252,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=58,0,0,0,
56,11,N/A,813778,Lone Tree Wy & Empire Ave,N/A,37.961448,-121.731749,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=59,0,0,0,
57,11,N/A,813766,Lone Tree Wy & Giannini Rnch,N/A,37.961474,-121.729846,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=60,0,0,0,
58,11,N/A,813525,Lone Tree Wy & Bluerock Dr,N/A,37.977616,-121.80289599999999,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=61,0,0,0,
59,11,N/A,813518,Lone Tree Wy & Sutter Delta,N/A,37.982545,-121.80550600000001,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=62,0,0,0,
60,11,N/A,813491,Lone Tree Wy & Clearbrook Rd,N/A,37.987631,-121.80673300000001,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=63,0,0,0,
61,11,N/A,813502,Lone Tree Wy & Sunset Ln,N/A,37.983752,-121.80558899999998,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=64,0,0,0,
62,11,N/A,813489,Lone Tree Wy & Walton Ln,N/A,37.991451,-121.80755800000001,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=65,0,0,0,
63,11,N/A,813470,Lone Tree Wy & Worrell Rd,N/A,37.994044,-121.80769699999999,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=66,0,0,0,
64,11,N/A,813462,Lone Tree Wy & East Tregallas Rd,N/A,37.995819,-121.806537,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=67,0,0,0,
65,11,N/A,813436,A St & Belshaw St,N/A,38.001553,-121.805872,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=69,0,0,0,
66,11,N/A,813161,A St & East 16th St,N/A,38.006161,-121.80591799999999,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=70,0,0,0,
67,11,N/A,816679,Hillcrest Ave & Renwick Ln,N/A,38.000252,-121.787636,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=71,0,0,0,
68,11,N/A,814302,Hillcrest Ave & Yellowstone Dr,N/A,38.003281,-121.787641,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=72,0,0,0,
69,11,N/A,813296,East 18th St & Hargrove St,N/A,38.004998,-121.782936,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=73,0,0,0,
70,11,N/A,813157,A St & East 13th St,N/A,38.008782000000004,-121.805925,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=74,0,0,0,
71,11,N/A,813306,East 18th St & St Claire Dr,N/A,38.005016999999995,-121.778751,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=75,0,0,0,
72,11,N/A,813323,East 18th St & Viera Ave,N/A,38.005056,-121.773172,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=76,0,0,0,
73,11,N/A,813352,East 18th St & Drive In Way,N/A,38.005247,-121.756023,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=77,0,0,0,
74,11,N/A,819025,Main St & East 18th St,N/A,38.005221999999996,-121.75223700000001,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=78,0,0,0,
75,11,N/A,817950,Main St & Big Break Rd,N/A,38.00483,-121.73349499999999,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=79,0,0,0,
76,11,N/A,813381,Vintage Pky & Almaden Cir,N/A,38.007276,-121.73159799999999,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=80,0,0,0,
77,11,N/A,813415,Vintage Pky & Rutherford,N/A,38.004451,-121.71988700000001,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=81,0,0,0,
78,11,N/A,813404,Vintage Pky & Concannon Dr,N/A,38.00506,-121.725422,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=82,0,0,0,
79,11,N/A,813399,Concannon Dr & Vintage Pky,N/A,38.006283,-121.72894299999999,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=83,0,0,0,
80,11,N/A,819311,Vintage Pky & Main St,N/A,37.998344,-121.71875700000001,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=84,0,0,0,
81,11,N/A,813265,Wildflower Dr & Deer Valley Rd,N/A,37.986847999999995,-121.784705,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=85,0,0,0,
82,11,N/A,813254,Hillcrest Ave & Wildflower Dr,N/A,37.987003,-121.78035700000001,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=86,0,0,0,
83,11,N/A,813249,Hillcrest Ave & Via Dora Dr,N/A,37.983098,-121.772853,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=87,0,0,0,
84,11,N/A,813212,Hillcrest Ave & Bellflower Dr,N/A,37.983115000000005,-121.770023,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=88,0,0,0,
85,11,N/A,813208,Hillcrest Ave & Golden Bear Dr,N/A,37.977018,-121.762877,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=89,0,0,0,
86,11,N/A,813539,Lone Tree Wy & Eagleridge Dr,N/A,37.971399,-121.79593100000001,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=90,0,0,0,
87,11,N/A,813556,Lone Tree Wy & Country Hills Dr,N/A,37.968447,-121.786546,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=91,0,0,0,
88,11,N/A,813541,Lone Tree Wy & Muirwood Wy,N/A,37.970022,-121.79127199999999,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=92,0,0,0,
89,11,N/A,819297,Hillcrest Ave & Deerfield Dr,N/A,37.973134,-121.762925,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=93,0,0,0,
90,11,N/A,813188,Hillcrest Ave & Sterling Hill Dr,N/A,37.97071,-121.76094499999999,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=94,0,0,0,
91,11,N/A,813174,Hillcrest Ave & Country Hills Dr,N/A,37.966083000000005,-121.760159,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=95,0,0,0,
92,11,N/A,813560,Lone Tree Wy & Deer Valley Rd,N/A,37.966339000000005,-121.781001,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=96,0,0,0,
93,11,N/A,818938,Deer Valley Rd & Prewett Ranch Dr,N/A,37.960613,-121.778773,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=97,0,0,0,
94,11,N/A,815856,Deer Valley Rd & Prewett Ranch Dr,N/A,37.960684,-121.778498,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=98,0,0,0,
95,11,N/A,813443,Deer Valley Rd & Prewett Ranch Dr,N/A,37.957745,-121.77811000000001,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=99,0,0,0,
96,11,N/A,813587,Deer Valley Rd & Kaiser,N/A,37.951553000000004,-121.77801799999999,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=100,0,0,0,
97,11,N/A,813594,Sand Creek Rd & Deer Valley Rd,N/A,37.94952,-121.775722,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=101,0,0,0,
98,11,N/A,812546,Willow Pass Rd & Crivello Ave,N/A,38.026858000000004,-121.933621,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=106,0,0,0,
99,11,N/A,812551,Willow Pass Rd & Seasons Dr,N/A,38.026891,-121.928779,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=107,0,0,0,
100,11,N/A,812567,Willow Pass Rd & Balclutha Wy,N/A,38.026826,-121.92324199999999,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=108,0,0,0,
101,11,N/A,812579,Polaris Dr & Range Rd,N/A,38.023346000000004,-121.91761699999999,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=109,0,0,0,
102,11,N/A,812580,Polaris Dr & East Catamaran Cir,N/A,38.02332,-121.915079,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=110,0,0,0,
103,11,N/A,812598,Polaris Dr & Brickyard Ave,N/A,38.023331,-121.91036100000001,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=111,0,0,0,
104,11,N/A,819143,Power Ave & Jorgensen Dr,N/A,38.021848999999996,-121.90396299999999,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=112,0,0,0,
105,11,N/A,819278,Power Ave & Andrew Ave,N/A,38.020107,-121.900204,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=113,0,0,0,
106,11,N/A,812624,17th West St & Bruno Ave,N/A,38.022601,-121.896068,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=114,0,0,0,
107,11,N/A,812630,Civic Ave & Davi Ave,N/A,38.021570000000004,-121.89152299999999,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=115,0,0,0,
108,11,N/A,812648,Civic Ave & Railroad Ave,N/A,38.021081,-121.889472,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=116,0,0,0,
109,11,N/A,812800,Railroad Ave & East 17th St,N/A,38.021828,-121.887677,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=117,0,0,0,
110,11,N/A,812816,Railroad Ave & Central Ave,N/A,38.024972999999996,-121.886744,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=118,0,0,0,
111,11,N/A,812837,Harbor St & East 10th St,N/A,38.026358,-121.878432,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=119,0,0,0,
112,11,N/A,812844,Harbor St & East 12th St,N/A,38.024598,-121.878977,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=120,0,0,0,
113,11,N/A,812859,East 12th St & Pine St,N/A,38.023579,-121.87655,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=121,0,0,0,
114,11,N/A,812863,East 12th St & Columbia St,N/A,38.022573,-121.87291599999999,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=122,0,0,0,
115,11,N/A,812828,East 10th St & Los Medanos St,N/A,38.02755,-121.88333100000001,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=123,0,0,0,
116,11,N/A,812871,Columbia St & East 14th St,N/A,38.020113,-121.873553,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=124,0,0,0,
117,11,N/A,812653,Railroad Ave & Bliss Ave,N/A,38.015989000000005,-121.889641,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=125,0,0,0,
118,11,N/A,812790,Railroad Ave & Bliss Ave,N/A,38.015251,-121.890245,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=126,0,0,0,
119,11,N/A,812735,Bliss Ave & Harbor St,N/A,38.015035,-121.886316,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=128,0,0,0,
120,11,N/A,812669,Railroad Ave & East Leland Rd,N/A,38.013312,-121.89065500000001,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=129,0,0,0,
121,11,N/A,812719,Harbor St & Garcia Ave,N/A,38.012474,-121.88570700000001,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=130,0,0,0,
122,11,N/A,812788,Railroad Ave & West Leland Rd,N/A,38.011707,-121.8916,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=131,0,0,0,
123,11,N/A,812742,Harbor St & East Leland Rd,N/A,38.011448,-121.885801,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=132,0,0,0,
124,11,N/A,812676,Railroad Ave & Alvarado Ave,N/A,38.010760999999995,-121.89163400000001,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=133,0,0,0,
125,11,N/A,818901,Harbor St & Leland Ln,N/A,38.010524,-121.886452,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=134,0,0,0,
126,11,N/A,812757,Harbor St & East Leland Rd,N/A,38.010364,-121.886202,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=135,0,0,0,
127,11,N/A,812695,Harbor St & Presidio Ln,N/A,38.009195,-121.887161,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=136,0,0,0,
128,11,N/A,812682,Atlantic Ave & Atlantic Cir,N/A,38.007996999999996,-121.89139499999999,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=137,0,0,0,
129,11,N/A,812774,Atlantic Ave & Atlantic Cir,N/A,38.007692999999996,-121.890825,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=138,0,0,0,
130,11,N/A,812761,Atlantic Ave & Atlantic Cir,N/A,38.007996999999996,-121.888573,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=139,0,0,0,
131,11,N/A,812885,Pittsburg Antioch Hwy & Loveridge Rd,N/A,38.015361,-121.86050800000001,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=140,0,0,0,
132,11,N/A,812892,Loveridge Rd & California Ave,N/A,38.012634999999996,-121.864151,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=141,0,0,0,
133,11,N/A,812902,Loveridge Rd & Hwy 4,N/A,38.011095000000005,-121.868197,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=142,0,0,0,
134,11,N/A,817997,Loveridge Rd & East Leland Rd,N/A,38.009319,-121.870304,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=143,0,0,0,
135,11,N/A,812925,East Leland Rd & Loveridge Rd,N/A,38.008081,-121.869694,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=144,0,0,0,
136,11,N/A,812939,East Leland Rd & Gladstone Dr,N/A,38.008534000000004,-121.865642,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=145,0,0,0,
137,11,N/A,819444,East Leland Rd & Lakeview Cir,N/A,38.007256,-121.862094,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=146,0,0,0,
138,11,N/A,812960,Delta Fair Blvd & School St,N/A,38.003769,-121.85001799999999,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=147,0,0,0,
139,11,N/A,819094,Delta Fair Blvd & Kendree St,N/A,38.003196,-121.847145,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=148,0,0,0,
140,11,N/A,812987,Delta Fair Blvd & Kaiser,N/A,38.004146,-121.842735,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=149,0,0,0,
141,11,N/A,812994,Auto Center Dr & Century Blvd,N/A,38.00634,-121.834819,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=150,0,0,0,
142,11,N/A,813017,Sycamore Dr & Canal,N/A,38.005733,-121.83088899999998,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=151,0,0,0,
143,11,N/A,813029,Sycamore Dr & Spanos St,N/A,38.005404,-121.82779599999999,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=152,0,0,0,
144,11,N/A,813038,Sycamore Dr & Banyan Wy,N/A,38.005077,-121.825446,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=153,0,0,0,
145,11,N/A,813040,Sycamore Dr & Peppertree Wy,N/A,38.004222999999996,-121.821432,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=154,0,0,0,
146,11,N/A,813055,L St & West 18th St,N/A,38.005036,-121.819938,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=155,0,0,0,
147,11,N/A,813064,L St & West 9th St,N/A,38.011654,-121.819898,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=156,0,0,0,
148,11,N/A,813072,L St & West 5th St,N/A,38.01511,-121.81989399999999,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=157,0,0,0,
149,11,N/A,813086,West 4th St & J St,N/A,38.015539000000004,-121.817777,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=158,0,0,0,
150,11,N/A,813093,West 4th St & H St,N/A,38.01554,-121.81539199999999,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=159,0,0,0,
151,11,N/A,813103,West 6th St & B St,N/A,38.014106,-121.807409,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=160,0,0,0,
152,11,N/A,813119,A St & West 6th St,N/A,38.013776,-121.806125,,http://70.232.147.132/RTT/Public/RoutePositionET.aspx?PlatformTag=161,0,0,0,
